id,description,quantity,unit.name,quantity.$numberLong,releases.date,releases.id,releases.contracts.value.amount,releases.contracts.value.currency
114,S19 PC B Sánduche con/de Pernil de Cerdo y Queso Doble Crema En Pan Blanco,2264.0,Unidad,,2018-07-11T00:00:00.000Z,29800,1067441829,COP
1,S1 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,14013.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
2,S1 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,17446.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
3,S1 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,8245.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
4,S1 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,964.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
5,S4 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,14530.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
6,S4 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,18090.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
7,S4 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,8550.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
8,S4 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,999.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
9,S5 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,13490.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
10,S5 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,16794.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
11,S5 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,7934.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
12,S5 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,929.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
13,S6 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,8939.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
14,S6 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,11131.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
15,S6 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,5262.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
16,S6 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,616.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
17,S7 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,15653.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
18,S7 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,19492.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
19,S7 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,9213.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
20,S7 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1078.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
21,S8 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,11565.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
22,S8 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,14402.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
23,S8 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,6805.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
24,S8 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,797.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
25,S9 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,9821.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
26,S9 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,12231.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
27,S9 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,5781.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
28,S9 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,677.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
29,S10 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,16040.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
30,S10 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,19968.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
31,S10 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,9437.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
32,S10 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1103.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
33,S11 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,14668.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
34,S11 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,18263.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
35,S11 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,8629.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
36,S11 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1010.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
37,S12 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,16649.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
38,S12 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,20725.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
39,S12 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,9794.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
40,S12 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1146.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
41,S13 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,14933.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
42,S13 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,18599.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
43,S13 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,8789.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
44,S13 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1029.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
45,S14 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,12507.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
46,S14 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,15572.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
47,S14 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,7359.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
48,S14 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,860.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
49,S16 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,13115.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
50,S16 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,16330.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
51,S16 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,7717.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
52,S16 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,902.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
53,S17 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,12517.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
54,S17 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,15580.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
55,S17 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,7363.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
56,S17 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,863.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
57,S19 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,16364.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
58,S19 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,20378.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
59,S19 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,9629.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
60,S19 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1127.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
61,S20 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,13903.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
62,S20 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,17311.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
63,S20 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,8181.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
64,S20 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,957.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
65,S22 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,16750.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
66,S22 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,20850.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
67,S22 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,9853.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
68,S22 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1154.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
69,S23 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,11750.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
70,S23 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,14630.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
71,S23 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,6911.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
72,S23 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,810.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
73,S24 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,14483.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
74,S24 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,18034.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
75,S24 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,8521.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
76,S24 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,998.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
77,S25 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,15986.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
78,S25 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,19899.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
79,S25 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,9404.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
80,S25 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1099.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
81,S26 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,16161.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
82,S26 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,20126.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
83,S26 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,9506.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
84,S26 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,1112.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
85,S29 PC A Wrap De Pernil De Cerdo Y Queso Doble Crema,14451.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
86,S29 PC B Wrap De Pernil De Cerdo Y Queso Doble Crema,18001.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
87,S29 PC C Wrap De Pernil De Cerdo Y Queso Doble Crema,8504.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
88,S29 PC HN Wrap De Pernil De Cerdo Y Queso Doble Crema,995.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
89,"S3 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de frut",7135.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
90,"S3 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de frut",8203.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
91,"S3 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de frut",7738.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
92,"S8 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de frut",5942.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
93,"S8 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de frut",6829.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
94,"S8 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de frut",6441.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
95,"S12 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8551.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
96,"S12 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",9832.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
97,"S12 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",9272.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
98,"S13 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",7668.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
99,"S13 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8818.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
100,"S13 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8320.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
101,"S21 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",5607.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
102,"S21 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",6454.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
103,"S21 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",6092.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
104,"S22 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8605.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
105,"S22 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",9890.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
106,"S22 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",9327.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
107,"S23 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",6034.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
108,"S23 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",6939.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
109,"S23 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",6546.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
110,"S24 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",7432.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
111,"S24 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8555.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
112,"S24 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8068.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
113,"S25 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8212.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
114,"S25 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",9436.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
115,"S25 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8901.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
116,"S26 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",8291.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
117,"S26 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",9552.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
118,"S26 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",9000.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
119,"S30 BL A Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",5741.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
120,"S30 BL B Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",6598.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
121,"S30 BL C Yogur entero con dulce,  con adición de frutas naturales o mermeladas o concentrados de fru",6224.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
122,"S11 BL A Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",36149.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
123,"S11 BL B Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",47998.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
124,"S11 BL C Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",21819.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
125,"S11 BL HN Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de fru",3378.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
126,"S13 BL A Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",36800.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
127,"S13 BL B Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",48875.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
128,"S13 BL C Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",22218.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
129,"S13 BL HN Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de fru",3445.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
130,"S14 BL A Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",30819.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
131,"S14 BL B Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",40927.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
132,"S14 BL C Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",18601.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
133,"S14 BL HN Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de fru",2882.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
134,"S16 BL A Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",32313.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
135,"S16 BL B Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",42917.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
136,"S16 BL C Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",19505.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
137,"S16 BL HN Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de fru",3020.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
138,"S25 BL A Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",39389.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
139,"S25 BL B Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",52301.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
140,"S25 BL C Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",23773.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
141,"S25 BL HN Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de fru",3683.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
142,"S26 BL A Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",39832.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
143,"S26 BL B Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",52887.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
144,"S26 BL C Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de frut",24031.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
145,"S26 BL HN Yogur entero con dulce, con adición de frutas naturales o mermeladas o concentrados de fru",3722.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
146,S7 BL A Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Fruta,3939.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
147,S7 BL B Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Fruta,11584.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
148,S7 BL C Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Fruta,6185.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
149,S7 BL HN Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,551.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
150,S16 BL A Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,3300.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
151,S16 BL B Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,9704.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
152,S16 BL C Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,5181.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
153,S16 BL HN Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Fru,461.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
154,S19 BL A Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,4118.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
155,S19 BL B Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,12109.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
156,S19 BL C Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,6465.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
157,S19 BL HN Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Fru,576.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
158,S20 BL A Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,3499.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
159,S20 BL B Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,10289.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
160,S20 BL C Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,5493.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
161,S20 BL HN Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Fru,489.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
162,S24 BL A Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,3644.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
163,S24 BL B Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,10716.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
164,S24 BL C Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,5721.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
165,S24 BL HN Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Fru,510.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
166,S25 BL A Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,4022.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
167,S25 BL B Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,11826.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
168,S25 BL C Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Frut,6314.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
169,S25 BL HN Yogur Tipo Postre Con Salsa De Fruta/ Yogurt Entero Con Dulce Tipo Postre Con Salsa De Fru,562.0,Unidad,,2018-07-11T00:00:00.000Z,29799,1942632280,COP
